the_geom,OBJECTID,X,Y,PLACEID,YEARPLACEID,CITY,STATE,CITYSTATE,YEAR,ASOFDATE,DOCKID,STATIONCT_BIN,DOCKNM,DOCKLESSCT,DOCKLESS_BIN,DOCKLESSNM,SCOOTERCT,SCOOTER_BIN,SCOOTERNM,TYPE,LAT,LON,GEOID,NOTESDOCK,NOTESDOCKLESS,NOTESSCOOTER,DATEDOCKEDLAUNCH,DATEDOCKEDEND,DATESCOOTERLAUNCH,DATESCOOTEREND,DATEDOCKLESSLAUNCH,DATEDOCKLESSEND,DOCKCT,DOCKCT_JUL,STATIONCT_PCT,DOCKNM_JUL,DOCKNM_CAMPUSONLY,DOCKLESSCT_JUL,DOCKLESSNM_JUL,DOCKLESSNM_CAMPUSONLY,SCOOTERCT_JUL,SCOOTERNM_JUL,SCOOTERNM_CAMPUSONLY
POINT (-82.398479999643 34.851300000318),52,-82.39848,34.8513,SC00185,2015SC00185,Greenville,SC,"Greenville, SC",2015,201512,44,4,Greenville B-cycle,0,0,,0,0,,Docked only,34.8513,-82.39848,45045,closed fall of 2019 then re-launched end of 2020/early 2021 (Greenville B-cycle),,,Mar-13 (Greenville B-cycle),Jan-19 (Greenville B-cycle),,,,,8,8,0.23724792,Greenville B-cycle,,0,,,0,,
POINT (-77.615209999883 43.157199999992),965,-77.61521,43.1572,NY00161,2019NY00161,Rochester,NY,"Rochester, NY",2019,201912,,0,,1,1,Pace,0,0,,Dockless only,43.1572,-77.61521,36055,,,,,,,,Jul-17 (Pace),Apr-20 (Pace),0,0,,,,1,Pace,,0,,
POINT (-84.512399999843 39.101399999758),584,-84.5124,39.1014,OH00164,2021OH00164,Cincinnati,OH,"Cincinnati, OH",2021,202112,57,4,Cincy RedBike Bike,0,0,,2,2,"Bird, Lime",Docked and e-scooters,39.1014,-84.5124,39061,,,,Sep-14 (Cincy RedBike Bike),,"Jul-18 (Bird), Sep-18 (Lime)",,,,57,57,0.76489533,Cincy RedBike Bike,,0,,,2,"Bird, Lime",
POINT (-87.567519999732 33.209499999805),1121,-87.56752,33.2095,AL00251,2022AL00251,Tuscaloosa,AL,"Tuscaloosa, AL",2022,202212,,0,,0,0,,0,0,,Dockless only (campus),33.2095,-87.56752,01125,,University of Alabama  campus (Veo),,,,,,Oct-21 (Veo),,0,0,,,,0,,Veo,0,,
POINT (-119.289459999959 45.839999999802),1356,-119.28946,45.84,OR001770,2021OR001770,Hermiston,OR,"Hermiston, OR",2021,202112,,0,,0,0,,1,1,Bird,E-scooters only,45.84,-119.28946,41059,,,,,,May-21 (Bird),Jan-22 (Bird),,,0,0,,,,0,,,1,Bird,
POINT (-91.673050000303 47.025699999914),1466,-91.67305,47.0257,MN00148,2022MN00148,Two Harbors,MN,"Two Harbors, MN",2022,202212,,0,,0,0,,1,1,Bird,E-scooters only,47.0257,-91.67305,27075,,,,,,Jun-21 (Bird),Jan-22 (Bird),,,0,0,,,,0,,,0,,
POINT (-71.281789999703 42.491000000056),947,-71.28179,42.491,MA0096,2019MA0096,Bedford,MA,"Bedford, MA",2019,201912,,0,,1,1,LimeBike,0,0,,Dockless only,42.491,-71.28179,25017,,,,,,,,Jun-18 (LimeBike),Jan-20 (LimeBike),0,0,,,,1,LimeBike,,0,,
POINT (-77.15167999959 39.08170000028),1150,-77.15168,39.0817,MD00127,2023MD00127,Rockville,MD,"Rockville, MD",2023,202312,,0,,1,1,Lime,1,1,Lime,Dockless and e-scooters,39.0817,-77.15168,24031,,,,,,Jun-19 (Lime),,Jun-19 (Lime),,0,0,,,,1,Lime,,1,Lime,
POINT (-74.480980000144 40.797000000051),778,-74.48098,40.797,NJ00151,2020NJ00151,Morristown,NJ,"Morristown, NJ",2020,202012,130,3,Morris Moves,0,0,,0,0,,Docked only,40.797,-74.48098,34027,Dock count is from previous year,,,Sep-18 (Morris Moves),Jun-20 (Morris Moves),,,,,3,0,0.0471624,,,0,,,0,,
POINT (-77.096529999745 39.065400000273),1052,-77.09653,39.0654,MD00120,2021MD00120,Montgomery County,MD,"Montgomery County, MD",2021,202112,,0,,1,1,Lime,4,4,"Bird, Lime, Lyft, Spin",Dockless and e-scooters,39.0654,-77.09653,24031,,,,,,"Jun-19 (Bird), Jun-19 (Lime), Jun-19 (Lyft), Jul-20 (Spin)","Jan-22 (Bird), Jan-22 (Lyft), Jan-22 (Spin)",Jun-19 (Lime),,0,0,,,,1,Lime,,4,"Bird, Lime, Lyft, Spin",
POINT (-80.84308000036 35.227199999868),700,-80.84308,35.2272,NC00139,2023NC00139,Charlotte,NC,"Charlotte, NC",2023,202312,13,4,Charlotte B-cycle (became JoyRides Sep-2020),0,0,,2,2,"Bird, Lime",Docked and e-scooters,35.2272,-80.84308,37119,,University of North Carolina Charlotte campus (LEAP),University of North Carolina Charlotte campus (LEAP),Jul-12 (Charlotte B-cycle (became JoyRides Sep-2020)),,"May-18 (Bird), May-18 (Lime), Aug-22 (LEAP)",,Aug-22 (LEAP),,30,30,0.34106412,Charlotte B-cycle (became JoyRides Sep-2020),,0,,LEAP,2,"Bird, Lime",LEAP
POINT (-122.330059999905 47.603799999883),734,-122.33006,47.6038,WA00225,2017WA00225,Seattle,WA,"Seattle, WA",2017,201712,26,4,Pronto,3,3,"LimeBike, Ofo, Spin",0,0,,All bikes,47.6038,-122.33006,53033,Dock count is from previous year,,,Oct-14 (Pronto),Mar-17 (Pronto),,,"Jul-17 (LimeBike), Aug-17 (Ofo), Jul-17 (Spin)","Dec-19 (LimeBike), Aug-18 (Ofo), Aug-18 (Spin)",48,0,0.78277886,,,3,"LimeBike, Ofo, Spin",,0,,
POINT (-81.091169999723 32.080899999991),737,-81.09117,32.0809,GA0069,2018GA0069,Savannah,GA,"Savannah, GA",2018,201812,46,2,CAT B-cycle,0,0,,0,0,,Docked only,32.0809,-81.09117,13051,Dock count is from previous year,,,Jan-14 (CAT B-cycle),Dec-18 (CAT B-cycle),,,,,2,2,0.02840102,CAT B-cycle,,0,,,0,,
POINT (-80.31059999998 25.729900000151),807,-80.3106,25.7299,FL0062,2017FL0062,South Miami,FL,"South Miami, FL",2017,201712,,0,,1,1,Ofo,0,0,,Dockless only,25.7299,-80.3106,12086,,,,,,,,Nov-17 (Ofo),Jul-18 (Ofo),0,0,,,,1,Ofo,,0,,
POINT (-85.182419999652 42.3192000001),505,-85.18242,42.3192,MI00126,2020MI00126,Battle Creek,MI,"Battle Creek, MI",2020,202012,49,3,Battle Creek B-cycle,0,0,,0,0,,Docked only,42.3192,-85.18242,26025,Suspended due to COVID-19 in 2020; remained suspended in 2021 as of 08/2021 (Battle Creek B-cycle),,,Aug-13 (Battle Creek B-cycle),Mar-20 (Battle Creek B-cycle),,,,,4,0,0.06288319,,,0,,,0,,
POINT (-122.674190000204 45.520200000204),135,-122.67419,45.5202,OR00179,2016OR00179,Portland,OR,"Portland, OR",2016,201612,74,4,BikeTown Portland,0,0,,0,0,,Docked only,45.5202,-122.67419,41051,Acquired by Lyft 07/2018 (BikeTown Portland),,,Jul-16 (BikeTown Portland),,,,,,122,122,2.49897583,BikeTown Portland,,0,,,0,,
POINT (-96.789820000246 46.877199999933),432,-96.78982,46.8772,ND00144,2019ND00144,Fargo,ND,"Fargo, ND",2019,201912,51,4,Great Rides,0,0,,0,0,,Docked only,46.8772,-96.78982,38017,Did not launch for 2020 or 2021 season (Great Rides),,,Mar-15 (Great Rides),Mar-20 (Great Rides),,,,,11,11,0.16133764,Great Rides,,0,,,0,,
POINT (-82.88908999984 42.496900000049),1250,-82.88909,42.4969,MI00256,2020MI00256,St. Clair Shores,MI,"St. Clair Shores, MI",2020,202012,,0,,0,0,,1,1,Gotcha,E-scooters only,42.4969,-82.88909,26099,,,,,,Jul-20 (Gotcha),Nov-20 (Gotcha),,,0,0,,,,0,,,1,Gotcha,
POINT (-71.058289999634 42.360199999732),571,-71.05829,42.3602,MA0098,2021MA0098,Boston,MA,"Boston, MA",2021,202112,1,4,Hubway (03/2018 re-launched as Blue Bikes),0,0,,0,0,,Docked only,42.3602,-71.05829,25025,,,Acquired by Helbiz Nov-2022. University of Massachusetts campus (Wheels (acquired by Helbiz 11/2022)).,Jul-11 (Hubway (03/2018 re-launched as Blue Bikes)),,Nov-21 (Wheels (acquired by Helbiz 11/2022)),Nov-22 (Wheels (acquired by Helbiz 11/2022)),,,399,399,5.35426731,Hubway (03/2018 re-launched as Blue Bikes),,0,,,0,,Wheels (acquired by Helbiz 11/2022)
POINT (-118.396459999765 34.021099999856),1127,-118.39646,34.0211,CA0015,2023CA0015,Culver City,CA,"Culver City, CA",2023,202312,,0,,1,1,Bird,1,1,Bird,Dockless and e-scooters,34.0211,-118.39646,06037,,,,,,Nov-21 (Bird),,Apr-22 (Bird),,0,0,,,,1,Bird,,1,Bird,
POINT (-100.550610000422 42.874599999917),645,-100.55061,42.8746,NE00147,2022NE00147,Valentine,NE,"Valentine, NE",2022,202212,143,2,Valentine Bcycle,0,0,,0,0,,Docked only,42.8746,-100.55061,31031,,,,Jul-20 (Valentine Bcycle),,,,,,1,1,0.01178967,Valentine Bcycle,,0,,,0,,
POINT (-80.139210000223 25.956399999721),690,-80.13921,25.9564,FL0047,2023FL0047,Aventura,FL,"Aventura, FL",2023,202312,85,4,Aventura,0,0,,0,0,,Docked only,25.9564,-80.13921,12086,,,,Sep-16 (Aventura),,,,,,5,5,0.05684402,Aventura,,0,,,0,,
POINT (-121.781600000089 42.224799999725),1609,-121.7816,42.2248,OR001771,2023OR001771,Klamath Falls,OR,"Klamath Falls, OR",2023,202312,,0,,0,0,,1,1,Bird,E-scooters only,42.2248,-121.7816,41035,,,,,,May-22 (Bird),,,,0,0,,,,0,,,1,Bird,
POINT (-76.858200000112 39.215599999854),212,-76.8582,39.2156,MD00124,2017MD00124,Columbia,MD,"Columbia, MD",2017,201712,141,4,Howard County Bikeshare,0,0,,0,0,,Docked only,39.2156,-76.8582,24027,"Serves Columbia and Ellicot City, MD (Howard County Bikeshare)",,,Jul-17 (Howard County Bikeshare),Feb-22 (Howard County Bikeshare),,,,,7,7,0.11415525,Howard County Bikeshare,,0,,,0,,
POINT (-122.419900000328 37.778999999851),681,-122.4199,37.779,CA0026,2023CA0026,San Francisco,CA,"San Francisco, CA",2023,202312,42,4,Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019),0,0,,3,3,"Lime, Spin, Bird",Docked and e-scooters,37.779,-122.4199,06075,Docked bikeshare station count if for entire system. (Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)),,"relaunched (Lime), relaunched (Spin), relaunched (Bird)",Aug-13 (Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)),,"Oct-19 (Lime), Oct-19 (Spin), May-19 (Bird)",Feb-23 (Bird),,,1034,1034,11.75534334,Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019),,0,,,2,"Lime, Spin",
POINT (-85.30947999965 35.045700000139),461,-85.30948,35.0457,TN00189,2019TN00189,Chattanooga,TN,"Chattanooga, TN",2019,201912,54,4,Bike Chattanooga,0,0,,0,0,,Docked only,35.0457,-85.30948,47065,,,,Jul-12 (Bike Chattanooga),,,,,,36,36,0.52801408,Bike Chattanooga,,0,,,0,,
POINT (-88.012569999934 44.512599999734),1384,-88.01257,44.5126,WI00231,2021WI00231,Green Bay,WI,"Green Bay, WI",2021,202112,,0,,0,0,,1,1,Bird,E-scooters only,44.5126,-88.01257,55009,,,,,,Jul-21 (Bird),,,,0,0,,,,0,,,1,Bird,
POINT (-76.610750000083 39.290800000069),1096,-76.61075,39.2908,MD00117,2022MD00117,Baltimore,MD,"Baltimore, MD",2022,202212,,0,,1,1,Jump (acquired by Lime 05/2020),4,4,"Lime, LINK, Spin, Bird",Dockless and e-scooters,39.2908,-76.61075,24510,,,relaunched (Bird),,,"Sep-18 (Lime), Jul-21 (LINK), Mar-19 (Spin), Jul-22 (Bird)","May-22 (Lime), Jan-22 (Bird)",Oct-20 (Jump (acquired by Lime 05/2020)),May-22 (Jump (acquired by Lime 05/2020)),0,0,,,,0,,,2,"LINK, Spin",
POINT (-91.673050000303 47.025699999914),1336,-91.67305,47.0257,MN00148,2021MN00148,Two Harbors,MN,"Two Harbors, MN",2021,202112,,0,,0,0,,1,1,Bird,E-scooters only,47.0257,-91.67305,27075,,,,,,Jun-21 (Bird),Jan-22 (Bird),,,0,0,,,,0,,,1,Bird,
POINT (-78.878390000061 42.886700000141),230,-78.87839,42.8867,NY00157,2017NY00157,Buffalo,NY,"Buffalo, NY",2017,201712,76,4,Reddy Bikes,0,0,,0,0,,Docked only,42.8867,-78.87839,36029,,,,Jul-16 (Reddy Bikes),,,,,,54,54,0.88062622,Reddy Bikes,,0,,,0,,
POINT (-92.172420000146 38.577300000207),1216,-92.17242,38.5773,MO00136,2019MO00136,Jefferson City,MO,"Jefferson City, MO",2019,201912,,0,,0,0,,1,1,Spin,E-scooters only,38.5773,-92.17242,29051,,,,,,Dec-18 (Spin),Oct-19 (Spin),,,0,0,,,,0,,,1,Spin,
POINT (-71.281789999703 42.491000000056),1011,-71.28179,42.491,MA0096,2020MA0096,Bedford,MA,"Bedford, MA",2020,202012,,0,,1,1,LimeBike,0,0,,Dockless only,42.491,-71.28179,25017,,,,,,,,Jun-18 (LimeBike),Jan-20 (LimeBike),0,0,,,,0,,,0,,
POINT (-85.30947999965 35.045700000139),141,-85.30948,35.0457,TN00189,2016TN00189,Chattanooga,TN,"Chattanooga, TN",2016,201612,54,4,Bike Chattanooga,0,0,,0,0,,Docked only,35.0457,-85.30948,47065,,,,Jul-12 (Bike Chattanooga),,,,,,37,37,0.75788611,Bike Chattanooga,,0,,,0,,
POINT (-101.845192999976 33.584180000225),1507,-101.845193,33.58418,TX00202,2022TX00202,Lubbock,TX,"Lubbock, TX",2022,202212,,0,,0,0,,1,1,Lime,E-scooters only,33.58418,-101.845193,48303,,,relaunched (Lime),,,Jul-21 (Lime),,,,0,0,,,,0,,,1,Lime,
POINT (-86.534280000336 39.166999999971),851,-86.53428,39.167,IN0078,2018IN0078,Bloomington,IN,"Bloomington, IN",2018,201812,,0,,2,2,"Pace, Lime",2,2,"Bird, Lime",Dockless and e-scooters,39.167,-86.53428,18105,,,,,,"Sep-18 (Bird), Sep-18 (Lime)",,"Jun-18 (Pace), Sep-18 (Lime)",May-19 (Pace),0,0,,,,2,"Pace, Lime",,2,"Bird, Lime",
POINT (-119.812650000065 39.526100000146),1482,-119.81265,39.5261,NV00155,2022NV00155,Reno,NV,"Reno, NV",2022,202212,,0,,0,0,,1,1,Bird,E-scooters only,39.5261,-119.81265,32031,,,,,,Jun-22 (Bird),Sep-22 (Bird),,,0,0,,,,0,,,1,Bird,
POINT (-106.441095000194 31.786699999772),59,-106.441095,31.7867,TX00198,2015TX00198,El Paso,TX,"El Paso, TX",2015,201512,8,4,El Paso B-cycle,0,0,,0,0,,Docked only,31.7867,-106.441095,48141,,,,Sep-15 (El Paso B-cycle),,,,,,8,8,0.23724792,El Paso B-cycle,,0,,,0,,
POINT (-79.990079999881 40.441600000216),591,-79.99008,40.4416,PA00182,2021PA00182,Pittsburgh,PA,"Pittsburgh, PA",2021,202112,29,4,Healthy Ride (became POGOH in 2022),0,0,,0,0,,Docked only,40.4416,-79.99008,42003,,,,May-01 (Healthy Ride (became POGOH in 2022)),,,,,,104,104,1.3955985,Healthy Ride (became POGOH in 2022),,0,,,0,,
POINT (-122.330059999905 47.603799999883),1168,-122.33006,47.6038,WA00225,2023WA00225,Seattle,WA,"Seattle, WA",2023,202312,,0,,2,2,"Jump (acquired by Lime 05/2020), Veo",2,2,"Lime, LINK",Dockless and e-scooters,47.6038,-122.33006,53033,,,,,,"Sep-20 (Lime), Nov-20 (LINK)",,"Nov-18 (Jump (acquired by Lime 05/2020)), Dec-21 (Veo)",,0,0,,,,2,"Jump (acquired by Lime 05/2020), Veo",,2,"Lime, LINK",
POINT (-106.823559999778 39.191099999682),7,-106.82356,39.1911,CO0038,2015CO0038,Aspen,CO,"Aspen, CO",2015,201512,27,4,WE-cycle,0,0,,0,0,,Docked only,39.1911,-106.82356,08097,,,,Jun-13 (WE-cycle),,,,,,14,14,0.41518387,WE-cycle,,0,,,0,,
POINT (-80.84308000036 35.227199999868),35,-80.84308,35.2272,NC00139,2015NC00139,Charlotte,NC,"Charlotte, NC",2015,201512,13,4,Charlotte B-cycle (became JoyRides Sep-2020),0,0,,0,0,,Docked only,35.2272,-80.84308,37119,,,,Jul-12 (Charlotte B-cycle (became JoyRides Sep-2020)),,,,,,24,24,0.71174377,Charlotte B-cycle (became JoyRides Sep-2020),,0,,,0,,
POINT (-82.88908999984 42.496900000049),1450,-82.88909,42.4969,MI00256,2022MI00256,St. Clair Shores,MI,"St. Clair Shores, MI",2022,202212,,0,,0,0,,1,1,Bird,E-scooters only,42.4969,-82.88909,26099,,,,,,Apr-21 (Bird),,,,0,0,,,,0,,,1,Bird,
POINT (-105.270539999704 40.014900000042),80,-105.27054,40.0149,CO0040,2016CO0040,Boulder,CO,"Boulder, CO",2016,201612,11,4,Boulder B-cycle,0,0,,0,0,,Docked only,40.0149,-105.27054,08013,,,,May-11 (Boulder B-cycle),,,,,,43,43,0.88078656,Boulder B-cycle,,0,,,0,,
POINT (-94.578140000225 39.100100000243),219,-94.57814,39.1001,MO00137,2017MO00137,Kansas City,MO,"Kansas City, MO",2017,201712,18,4,Kansas City B-cycle,0,0,,0,0,,Docked only,39.1001,-94.57814,29095,,,,Jul-12 (Kansas City B-cycle),Dec-20 (Kansas City B-cycle),,,,,42,42,0.68493151,Kansas City B-cycle,,0,,,0,,
POINT (-71.053660000014 42.408000000169),855,-71.05366,42.408,MA00101,2018MA00101,Everett,MA,"Everett, MA",2018,201812,,0,,1,1,LimeBike,0,0,,Dockless only,42.408,-71.05366,25017,,,,,,,,Jun-18 (LimeBike),Jan-20 (LimeBike),0,0,,,,1,LimeBike,,0,,
POINT (-88.043050000119 30.694299999792),1288,-88.04305,30.6943,AL00250,2021AL00250,Mobile,AL,"Mobile, AL",2021,202112,,0,,0,0,,1,1,Gotcha,E-scooters only,30.6943,-88.04305,01097,,,,,,Dec-19 (Gotcha),Jul-22 (Gotcha),,,0,0,,,,0,,,1,Gotcha,
POINT (-71.209220000124 42.336999999903),1004,-71.20922,42.337,MA00108,2020MA00108,Newton,MA,"Newton, MA",2020,202012,,0,,1,1,LimeBike,0,0,,Dockless only,42.337,-71.20922,25017,,,,,,,,Jun-18 (LimeBike),Jan-20 (LimeBike),0,0,,,,0,,,0,,
POINT (-97.51705000034 35.472899999831),1606,-97.51705,35.4729,OK00173,2023OK00173,Oklahoma City,OK,"Oklahoma City, OK",2023,202312,,0,,0,0,,1,1,Lime,E-scooters only,35.4729,-97.51705,40109,,,,,,Aug-18 (Lime),,,,0,0,,,,0,,,1,Lime,
POINT (-93.378460000359 44.986099999694),1461,-93.37846,44.9861,MN00143,2022MN00143,Golden Valley,MN,"Golden Valley, MN",2022,202212,,0,,0,0,,1,1,Bird,E-scooters only,44.9861,-93.37846,27053,,,,,,May-21 (Bird),Jan-22 (Bird),,,0,0,,,,0,,,0,,
POINT (-71.032819999908 42.391700000265),810,-71.03282,42.3917,MA00100,2017MA00100,Chelsea,MA,"Chelsea, MA",2017,201712,,0,,1,1,Ofo,0,0,,Dockless only,42.3917,-71.03282,25025,,,,,,,,Oct-17 (Ofo),Jul-18 (Ofo),0,0,,,,1,Ofo,,0,,
POINT (-96.307100000208 30.595499999864),978,-96.3071,30.5955,TX001941,2019TX001941,College Station,TX,"College Station, TX",2019,201912,,0,,0,0,,0,0,,Dockless only (campus),30.5955,-96.3071,48041,,Texas A&M University campus (Veoride),,,,,,Nov-18 (Veoride),,0,0,,,,0,,Veoride,0,,
POINT (-122.715000000031 42.197199999717),239,-122.715,42.1972,OR00175,2017OR00175,Ashland,OR,"Ashland, OR",2017,201712,68,4,Zagster Jackson County,0,0,,0,0,,Docked only,42.1972,-122.715,41029,,,,Jul-15 (Zagster Jackson County),Jun-20 (Zagster Jackson County),,,,,10,10,0.16307893,Zagster Jackson County,,0,,,0,,
POINT (-84.390259999893 33.748900000192),185,-84.39026,33.7489,GA0066,2017GA0066,Atlanta,GA,"Atlanta, GA",2017,201712,77,4,Relay Bike Share,0,0,,0,0,,Docked only,33.7489,-84.39026,13121,,,,Jun-16 (Relay Bike Share),Jan-23 (Relay Bike Share),,,,,113,113,1.84279191,Relay Bike Share,,0,,,0,,
POINT (-81.693440000442 41.505099999783),1160,-81.69344,41.5051,OH00165,2023OH00165,Cleveland,OH,"Cleveland, OH",2023,202312,,0,,2,2,"Lime, Bird",3,3,"Bird, Lime, LINK",Dockless and e-scooters,41.5051,-81.69344,39035,,,,,,"Sep-19 (Bird), Sep-19 (Lime), Jul-21 (LINK)",,"Jul-21 (Lime), Mar-22 (Bird)",,0,0,,,,2,"Lime, Bird",,3,"Bird, Lime, LINK",
POINT (-92.333729999608 38.951800000296),1338,-92.33373,38.9518,MO00134,2021MO00134,Columbia,MO,"Columbia, MO",2021,202112,,0,,0,0,,1,1,Bird,E-scooters only,38.9518,-92.33373,29019,,,relaunched (Bird),,,Sep-21 (Bird),,,,0,0,,,,0,,,1,Bird,
POINT (-157.855669999721 21.30450000002),496,-157.85567,21.3045,HI0072,2020HI0072,Honolulu,HI,"Honolulu, HI",2020,202012,111,4,Hawaii Bikibike,0,0,,0,0,,Docked only,21.3045,-157.85567,15003,,,,Jun-17 (Hawaii Bikibike),,,,,,136,136,2.13802861,Hawaii Bikibike,,0,,,0,,
POINT (-96.307100000208 30.595499999864),1075,-96.3071,30.5955,TX001941,2021TX001941,College Station,TX,"College Station, TX",2021,202112,,0,,0,0,,0,0,,Dockless and e-scooters (campus),30.5955,-96.3071,48041,,Texas A&M University campus (Veoride),Texas A&M University campus (Veo),,,Mar-21 (Veo),,Nov-18 (Veoride),,0,0,,,,0,,Veoride,0,,Veo
POINT (-97.439480000347 35.222499999887),1285,-97.43948,35.2225,OK00172,2020OK00172,Norman,OK,"Norman, OK",2020,202012,,0,,0,0,,0,0,,E-scooter only (campus),35.2225,-97.43948,40027,,,"University of Oklahoma campus (Veo), Oklahoma University campus (Veo)",,,"Jan-20 (Veo), Jan-20 (Veo)",,,,0,0,,,,0,,,0,,"Veo, Veo"
POINT (-77.036540000219 38.895000000175),175,-77.03654,38.895,DC0046,2017DC0046,Washington,DC,"Washington, DC",2017,201712,56,4,Capital Bikeshare,5,4,"Jump (acquired by Lime 05/2020), LimeBike, MoBike, Ofo, Spin",0,0,,All bikes,38.895,-77.03654,11001,Acquired by Lyft 07/2018 (Capital Bikeshare),,,Sep-10 (Capital Bikeshare),,,,"Oct-17 (Jump (acquired by Lime 05/2020)), Oct-17 (LimeBike), Sep-17 (MoBike), Oct-17 (Ofo), Oct-17 (Spin)","Aug-18 (LimeBike), Jul-18 (MoBike), Jul-18 (Ofo), Aug-18 (Spin)",506,506,8.25179387,Capital Bikeshare,,5,"Jump (acquired by Lime 05/2020), LimeBike, MoBike, Ofo, Spin",,0,,
POINT (-89.383760000106 43.074699999828),673,-89.38376,43.0747,WI00228,2022WI00228,Madison,WI,"Madison, WI",2022,202212,20,4,Madison B-cycle,0,0,,0,0,,Docked only,43.0747,-89.38376,55025,,,,Jun-11 (Madison B-cycle),,,,,,66,66,0.77811837,Madison B-cycle,,0,,,0,,
POINT (-71.236479999953 42.28059999997),860,-71.23648,42.2806,MA00107,2018MA00107,Needham,MA,"Needham, MA",2018,201812,,0,,1,1,LimeBike,0,0,,Dockless only,42.2806,-71.23648,25021,,,,,,,,Jun-18 (LimeBike),Jan-20 (LimeBike),0,0,,,,1,LimeBike,,0,,
POINT (-86.483200000244 31.308500000304),1394,-86.4832,31.3085,AL0001,2022AL0001,Andalusia,AL,"Andalusia, AL",2022,202212,,0,,0,0,,1,1,Bird,E-scooters only,31.3085,-86.4832,01039,,,,,,Aug-21 (Bird),Jan-22 (Bird),,,0,0,,,,0,,,0,,
POINT (-86.158299999873 39.768300000046),696,-86.1583,39.7683,IN0087,2023IN0087,Indianapolis,IN,"Indianapolis, IN",2023,202312,48,4,Indiana Pacers Bikeshare,0,0,,3,3,"Bird, Lime, Veo",Docked and e-scooters,39.7683,-86.1583,18097,,,,Oct-14 (Indiana Pacers Bikeshare),,"Aug-18 (Bird), Aug-18 (Lime), Aug-22 (Veo)",,,,48,48,0.54570259,Indiana Pacers Bikeshare,,0,,,3,"Bird, Lime, Veo",
POINT (-85.759399999671 38.254199999887),634,-85.7594,38.2542,KY0093,2022KY0093,Louisville,KY,"Louisville, KY",2022,202212,102,4,Lou Velo,0,0,,3,3,"Bird, Lime, Spin",Docked and e-scooters,38.2542,-85.7594,21111,,,,May-17 (Lou Velo),,"Jul-18 (Bird), Nov-18 (Lime), Apr-19 (Spin)",Jan-22 (Spin),,,37,37,0.43621787,Lou Velo,,0,,,2,"Bird, Lime",
POINT (-73.754960000195 42.651099999841),229,-73.75496,42.6511,NY00156,2017NY00156,Albany,NY,"Albany, NY",2017,201712,113,4,CDPHP,0,0,,0,0,,Docked only,42.6511,-73.75496,36001,,,,Jul-17 (CDPHP),,,,,,74,74,1.20678408,CDPHP,,0,,,0,,
POINT (-95.992910000319 36.15560000007),47,-95.99291,36.1556,OK00175,2015OK00175,Tulsa,OK,"Tulsa, OK",2015,201512,62,3,Townies,0,0,,0,0,,Docked only,36.1556,-95.99291,40143,Suspended due to COVID-19 in 2020; remained suspended in 2021 as of 08/2021 (Townies),,,Aug-07 (Townies),Mar-20 (Townies),,,,,3,3,0.08896797,Townies,,0,,,0,,
POINT (-84.514739999767 33.883799999916),401,-84.51474,33.8838,GA0070,2019GA0070,Smyrna,GA,"Smyrna, GA",2019,201912,70,4,Smyrna Bike Share,0,0,,0,0,,Docked only,33.8838,-84.51474,13067,,,,Sep-15 (Smyrna Bike Share),May-20 (Smyrna Bike Share),,,,,5,5,0.07333529,Smyrna Bike Share,,0,,,0,,
POINT (-76.147419999807 43.048099999953),1026,-76.14742,43.0481,NY00254,2020NY00254,Syracuse,NY,"Syracuse, NY",2020,202012,,0,,1,1,Gotcha,0,0,,Dockless only,43.0481,-76.14742,36067,,,,,,,,Jul-19 (Gotcha),Nov-20 (Gotcha),0,0,,,,1,Gotcha,,0,,
POINT (-85.976659999942 41.681899999725),1207,-85.97666,41.6819,IN0084,2019IN0084,Elkhart,IN,"Elkhart, IN",2019,201912,,0,,0,0,,1,1,Lime,E-scooters only,41.6819,-85.97666,18039,,,,,,Nov-18 (Lime),Nov-19 (Lime),,,0,0,,,,0,,,1,Lime,
POINT (-79.941430000125 37.270900000284),1377,-79.94143,37.2709,VA00221,2021VA00221,Roanoke,VA,"Roanoke, VA",2021,202112,,0,,0,0,,1,1,Lime,E-scooters only,37.2709,-79.94143,51770,,,,,,Oct-19 (Lime),Jan-22 (Lime),,,0,0,,,,0,,,1,Lime,
POINT (-77.192919999588 39.139900000321),1019,-77.19292,39.1399,MD00126,2020MD00126,Gaithersburg,MD,"Gaithersburg, MD",2020,202012,,0,,1,1,Lime,4,4,"Bird, Lime, Lyft, Spin",Dockless and e-scooters,39.1399,-77.19292,24031,,,,,,"Jul-20 (Bird), Jul-20 (Lime), Jul-20 (Lyft), Jul-20 (Spin)","Jan-22 (Lyft), Jan-22 (Spin)",Jul-20 (Lime),,0,0,,,,1,Lime,,4,"Bird, Lime, Lyft, Spin",
POINT (-88.462599999559 44.185799999838),1634,-88.4626,44.1858,WI00234,2023WI00234,Neenah,WI,"Neenah, WI",2023,202312,,0,,0,0,,1,1,Bird,E-scooters only,44.1858,-88.4626,55139,,,,,,Apr-22 (Bird),,,,0,0,,,,0,,,1,Bird,
